order_id,order_date,customer_id,product_id,campaign_id,channel,region,quantity,unit_price,discount_pct,gross_amount,discount_amount,net_revenue,status,is_return
O00236,2026-01-23,C0032,P003,CAM006,Marketplace,Delhi,2,11404,10,22808,2280.8,20527.2,Completed,False
O00237,2026-01-13,C0083,P006,CAM006,Website,Chennai,2,1100,10,2200,220.0,1980.0,Completed,False
O00238,2026-05-31,C0008,P002,CAM001,Marketplace,Mumbai,1,13261,15,13261,1989.15,11271.85,Completed,False
O00239,2026-06-11,C0087,P001,CAM010,Website,Delhi,2,12255,5,24510,1225.5,23284.5,Completed,False
O00240,2026-01-28,C0003,P017,CAM006,Mobile App,Chennai,2,11522,15,23044,3456.6,19587.4,Completed,False
O00241,2026-05-16,C0074,P019,CAM003,Marketplace,Mumbai,4,16000,15,64000,9600.0,54400.0,Completed,False
O00242,2026-02-02,C0035,P004,CAM007,Mobile App,Mumbai,4,7276,5,29104,1455.2,27648.8,Completed,False
O00243,2026-03-08,C0039,P015,CAM007,Marketplace,Hyderabad,1,12877,5,12877,643.85,12233.15,Completed,False
O00244,2026-04-19,C0002,P011,CAM010,Website,Bengaluru,2,13533,10,27066,2706.6,24359.4,Completed,False
O00245,2026-05-11,C0071,P002,CAM001,Mobile App,Hyderabad,3,15417,10,46251,4625.1,41625.9,Completed,False
O00246,2026-06-08,C0017,P019,CAM005,Social,Chennai,2,11704,0,23408,0.0,23408.0,Completed,False
O00247,2026-01-09,C0066,P018,CAM002,Mobile App,Hyderabad,1,7276,10,7276,727.6,6548.4,Completed,False
O00248,2026-02-05,C0073,P012,CAM006,Website,Mumbai,4,7276,0,29104,0.0,29104.0,Completed,False
O00249,2026-02-20,C0085,P015,CAM006,Social,Chennai,3,11294,10,33882,3388.2,30493.8,Completed,False
O00250,2026-02-26,C0071,P008,CAM005,Social,Delhi,3,9015,20,27045,5409.0,21636.0,Completed,False
O00251,2026-06-30,C0031,P016,CAM010,Marketplace,Mumbai,2,11704,10,23408,2340.8,21067.2,Completed,False
O00252,2026-05-21,C0074,P009,CAM006,Social,Mumbai,4,11704,15,46816,7022.4,39793.6,Completed,False
O00253,2026-02-27,C0083,P020,CAM005,Social,Chennai,1,12255,5,12255,612.75,11642.25,Completed,False
O00254,2026-06-25,C0032,P002,CAM001,Marketplace,Delhi,2,11404,20,22808,4561.6,18246.4,Completed,False
O00255,2026-04-01,C0013,P004,CAM003,Marketplace,Mumbai,4,11524,20,46096,9219.2,36876.8,Completed,False
O00256,2026-04-01,C0090,P020,CAM009,Website,Delhi,4,12877,20,51508,10301.6,41206.4,Completed,False
O00257,2026-03-20,C0015,P006,CAM005,Marketplace,Delhi,2,16000,15,32000,4800.0,27200.0,Completed,False
O00258,2026-01-27,C0060,P007,CAM010,Mobile App,Bengaluru,3,6427,15,19281,2892.15,16388.85,Completed,False
O00259,2026-06-19,C0024,P016,CAM006,Social,Hyderabad,1,12877,10,12877,1287.7,11589.3,Completed,False
O00260,2026-01-03,C0013,P004,CAM006,Mobile App,Bengaluru,1,9072,20,9072,1814.4,7257.6,Completed,False
O00261,2026-02-01,C0078,P011,CAM005,Social,Delhi,2,13261,20,26522,5304.4,21217.6,Completed,False
O00262,2026-02-11,C0015,P006,CAM006,Marketplace,Chennai,4,13261,10,53044,5304.4,47739.6,Completed,False
O00263,2026-02-20,C0068,P004,CAM001,Marketplace,Delhi,3,12877,0,38631,0.0,38631.0,Completed,False
O00264,2026-01-24,C0070,P020,CAM001,Social,Delhi,2,2266,0,4532,0.0,4532.0,Completed,False
O00265,2026-01-04,C0007,P004,CAM005,Mobile App,Delhi,2,12255,5,24510,1225.5,23284.5,Completed,False
O00266,2026-05-03,C0018,P002,CAM006,Mobile App,Delhi,1,17174,0,17174,0.0,17174.0,Completed,False
O00267,2026-06-25,C0080,P014,CAM006,Mobile App,Hyderabad,2,6427,5,12854,642.7,12211.3,Completed,False
O00268,2026-01-23,C0051,P018,CAM005,Social,Delhi,1,11404,0,11404,0.0,-11404.0,Returned,True
O00269,2026-02-23,C0013,P003,CAM003,Social,Hyderabad,1,13533,20,13533,2706.6,10826.4,Completed,False
O00270,2026-04-02,C0100,P015,CAM008,Website,Chennai,3,15417,0,46251,0.0,46251.0,Completed,False
O00271,2026-06-17,C0027,P011,CAM007,Mobile App,Mumbai,1,2044,15,2044,306.6,-1737.4,Returned,True
O00272,2026-05-06,C0001,P017,CAM001,Mobile App,Mumbai,1,1100,5,1100,55.0,1045.0,Completed,False
O00273,2026-05-19,C0093,P003,CAM005,Marketplace,Delhi,3,7276,0,21828,0.0,21828.0,Completed,False
O00274,2026-04-16,C0002,P020,CAM008,Website,Chennai,2,12255,15,24510,3676.5,20833.5,Completed,False
O00275,2026-03-17,C0056,P013,CAM008,Marketplace,Bengaluru,2,11524,20,23048,4609.6,18438.4,Completed,False
O00276,2026-02-06,C0100,P017,CAM003,Marketplace,Mumbai,1,12877,15,12877,1931.55,10945.45,Completed,False
O00277,2026-06-06,C0058,P008,CAM010,Website,Hyderabad,1,2044,20,2044,408.8,1635.2,Completed,False
O00278,2026-05-26,C0059,P019,CAM007,Website,Delhi,2,6427,10,12854,1285.4,11568.6,Completed,False
O00279,2026-01-05,C0039,P013,CAM005,Marketplace,Delhi,3,13533,15,40599,6089.85,34509.15,Completed,False
O00280,2026-05-10,C0013,P003,CAM007,Mobile App,Bengaluru,2,11522,0,23044,0.0,23044.0,Completed,False
O00281,2026-01-16,C0058,P019,CAM009,Social,Bengaluru,3,13261,20,39783,7956.6,31826.4,Completed,False
O00282,2026-05-14,C0090,P016,CAM003,Social,Mumbai,3,12877,15,38631,5794.65,32836.35,Completed,False
O00283,2026-05-30,C0010,P007,CAM002,Social,Hyderabad,2,11522,5,23044,1152.2,-21891.8,Returned,True
O00284,2026-01-24,C0089,P011,CAM005,Marketplace,Chennai,2,9686,5,19372,968.6,18403.4,Completed,False
O00285,2026-03-20,C0042,P008,CAM001,Social,Delhi,2,15417,15,30834,4625.1,26208.9,Completed,False
O00286,2026-01-23,C0054,P011,CAM009,Website,Chennai,1,1100,0,1100,0.0,1100.0,Completed,False
O00287,2026-04-13,C0017,P020,CAM010,Mobile App,Chennai,3,11294,20,33882,6776.4,27105.6,Completed,False
O00288,2026-06-17,C0063,P018,CAM007,Website,Delhi,3,12255,5,36765,1838.25,34926.75,Completed,False
O00289,2026-01-15,C0019,P005,CAM010,Marketplace,Hyderabad,2,7276,0,14552,0.0,14552.0,Completed,False
O00290,2026-03-13,C0028,P020,CAM001,Marketplace,Chennai,2,7276,5,14552,727.6,13824.4,Completed,False
O00291,2026-06-26,C0073,P009,CAM007,Mobile App,Chennai,2,15417,20,30834,6166.8,24667.2,Completed,False
O00292,2026-02-24,C0006,P015,CAM005,Mobile App,Hyderabad,3,1100,5,3300,165.0,3135.0,Completed,False
O00293,2026-01-24,C0045,P016,CAM003,Marketplace,Mumbai,4,7276,10,29104,2910.4,26193.6,Completed,False
O00294,2026-03-30,C0060,P010,CAM004,Website,Hyderabad,1,9015,20,9015,1803.0,7212.0,Completed,False
O00295,2026-04-03,C0014,P010,CAM006,Marketplace,Chennai,2,15417,0,30834,0.0,30834.0,Completed,False
O00296,2026-04-30,C0030,P010,CAM007,Marketplace,Hyderabad,1,17174,15,17174,2576.1,14597.9,Completed,False
O00297,2026-02-26,C0035,P018,CAM002,Website,Chennai,2,11294,5,22588,1129.4,21458.6,Completed,False
O00298,2026-06-22,C0067,P008,CAM007,Website,Delhi,1,7276,15,7276,1091.4,6184.6,Completed,False
O00299,2026-04-05,C0098,P006,CAM010,Mobile App,Mumbai,2,7276,0,14552,0.0,14552.0,Completed,False
O00300,2026-02-21,C0084,P008,CAM001,Marketplace,Delhi,2,11294,0,22588,0.0,22588.0,Completed,False
O00301,2026-06-23,C0019,P004,CAM009,Mobile App,Mumbai,2,13261,15,26522,3978.3,22543.7,Completed,False
O00302,2026-06-17,C0002,P008,CAM007,Mobile App,Delhi,2,11704,20,23408,4681.6,18726.4,Completed,False
O00303,2026-04-01,C0006,P003,CAM004,Marketplace,Delhi,4,16000,20,64000,12800.0,51200.0,Completed,False
O00304,2026-01-05,C0060,P002,CAM008,Website,Chennai,4,11294,15,45176,6776.4,38399.6,Completed,False
O00305,2026-04-19,C0016,P015,CAM007,Marketplace,Chennai,1,2044,10,2044,204.4,1839.6,Completed,False
O00306,2026-04-11,C0024,P002,CAM008,Website,Mumbai,2,2044,0,4088,0.0,4088.0,Completed,False
O00307,2026-01-27,C0085,P012,CAM001,Website,Delhi,4,13533,5,54132,2706.6,51425.4,Completed,False
O00308,2026-04-25,C0088,P016,CAM001,Website,Chennai,3,11522,15,34566,5184.9,-29381.1,Returned,True
O00309,2026-06-02,C0084,P015,CAM007,Mobile App,Chennai,1,11404,5,11404,570.2,10833.8,Completed,False
O00310,2026-01-20,C0026,P009,CAM004,Website,Bengaluru,3,17174,10,51522,5152.2,46369.8,Completed,False
O00311,2026-05-11,C0062,P004,CAM003,Social,Bengaluru,1,9015,0,9015,0.0,9015.0,Completed,False
O00312,2026-01-26,C0062,P019,CAM005,Mobile App,Bengaluru,1,13533,10,13533,1353.3,12179.7,Completed,False
O00313,2026-05-16,C0019,P017,CAM008,Social,Hyderabad,3,11294,5,33882,1694.1,32187.9,Completed,False
O00314,2026-03-17,C0056,P013,CAM002,Social,Hyderabad,3,12877,0,38631,0.0,38631.0,Completed,False
O00315,2026-01-02,C0053,P002,CAM010,Social,Bengaluru,4,12255,0,49020,0.0,49020.0,Completed,False
O00316,2026-06-24,C0040,P001,CAM005,Social,Bengaluru,2,1100,10,2200,220.0,1980.0,Completed,False
O00317,2026-01-31,C0076,P007,CAM002,Website,Delhi,4,11524,5,46096,2304.8,43791.2,Completed,False
O00318,2026-04-18,C0068,P004,CAM001,Mobile App,Chennai,2,2266,0,4532,0.0,4532.0,Completed,False
O00319,2026-02-02,C0054,P018,CAM009,Marketplace,Mumbai,3,11404,10,34212,3421.2,30790.8,Completed,False
O00320,2026-06-18,C0073,P005,CAM002,Marketplace,Delhi,1,11524,0,11524,0.0,11524.0,Completed,False
O00321,2026-05-14,C0077,P006,CAM005,Website,Mumbai,1,9686,0,9686,0.0,9686.0,Completed,False
O00322,2026-05-26,C0057,P020,CAM007,Marketplace,Bengaluru,4,11704,0,46816,0.0,46816.0,Completed,False
O00323,2026-03-20,C0027,P017,CAM006,Social,Mumbai,4,17174,10,68696,6869.6,61826.4,Completed,False
O00324,2026-03-26,C0076,P005,CAM003,Social,Hyderabad,4,12877,20,51508,10301.6,41206.4,Completed,False
O00325,2026-04-25,C0072,P008,CAM002,Mobile App,Delhi,2,2266,5,4532,226.6,-4305.4,Returned,True
O00326,2026-05-23,C0099,P011,CAM008,Website,Bengaluru,1,17174,5,17174,858.7,16315.3,Completed,False
O00327,2026-06-03,C0015,P014,CAM005,Mobile App,Chennai,4,17174,5,68696,3434.8,65261.2,Completed,False
O00328,2026-01-04,C0042,P019,CAM001,Mobile App,Hyderabad,3,12255,5,36765,1838.25,34926.75,Completed,False
O00329,2026-05-01,C0093,P018,CAM002,Mobile App,Hyderabad,1,15417,15,15417,2312.55,13104.45,Completed,False
O00330,2026-01-20,C0052,P020,CAM006,Mobile App,Delhi,4,9686,5,38744,1937.2,36806.8,Completed,False
O00331,2026-02-22,C0095,P001,CAM002,Mobile App,Bengaluru,4,16000,15,64000,9600.0,54400.0,Completed,False
O00332,2026-05-31,C0002,P005,CAM004,Website,Mumbai,2,16000,20,32000,6400.0,25600.0,Completed,False
O00333,2026-02-15,C0004,P012,CAM002,Mobile App,Mumbai,4,12255,20,49020,9804.0,39216.0,Completed,False
O00334,2026-05-25,C0080,P001,CAM008,Mobile App,Bengaluru,4,6427,10,25708,2570.8,23137.2,Completed,False
O00335,2026-03-25,C0036,P008,CAM007,Website,Bengaluru,3,9015,15,27045,4056.75,22988.25,Completed,False
O00336,2026-02-12,C0053,P004,CAM008,Social,Mumbai,3,11294,20,33882,6776.4,27105.6,Completed,False
O00337,2026-03-02,C0043,P019,CAM001,Marketplace,Chennai,2,11522,15,23044,3456.6,19587.4,Completed,False
O00338,2026-04-07,C0041,P002,CAM004,Social,Mumbai,4,1100,5,4400,220.0,4180.0,Completed,False
O00339,2026-05-19,C0094,P003,CAM003,Marketplace,Chennai,4,11522,0,46088,0.0,46088.0,Completed,False
O00340,2026-04-20,C0010,P004,CAM007,Website,Mumbai,4,11522,0,46088,0.0,-46088.0,Returned,True
O00341,2026-06-18,C0078,P003,CAM009,Social,Bengaluru,3,12255,20,36765,7353.0,29412.0,Completed,False
O00342,2026-06-07,C0089,P012,CAM003,Mobile App,Hyderabad,1,1100,10,1100,110.0,990.0,Completed,False
O00343,2026-05-17,C0066,P008,CAM008,Marketplace,Chennai,2,2044,5,4088,204.4,3883.6,Completed,False
O00344,2026-04-20,C0040,P019,CAM006,Mobile App,Mumbai,2,16000,5,32000,1600.0,30400.0,Completed,False
O00345,2026-02-22,C0017,P006,CAM009,Mobile App,Hyderabad,4,7276,5,29104,1455.2,27648.8,Completed,False
O00346,2026-03-16,C0069,P011,CAM001,Mobile App,Hyderabad,3,6427,20,19281,3856.2,15424.8,Completed,False
O00347,2026-01-22,C0047,P014,CAM010,Mobile App,Hyderabad,3,9072,15,27216,4082.4,23133.6,Completed,False
O00348,2026-03-09,C0015,P013,CAM005,Marketplace,Bengaluru,1,11404,20,11404,2280.8,9123.2,Completed,False
O00349,2026-06-17,C0036,P016,CAM003,Marketplace,Delhi,4,9686,5,38744,1937.2,36806.8,Completed,False
O00350,2026-03-19,C0097,P005,CAM002,Website,Hyderabad,2,12255,10,24510,2451.0,22059.0,Completed,False
O00351,2026-01-21,C0027,P011,CAM010,Website,Hyderabad,1,13533,0,13533,0.0,13533.0,Completed,False
O00352,2026-04-28,C0018,P017,CAM009,Social,Mumbai,4,9015,20,36060,7212.0,28848.0,Completed,False
O00353,2026-06-24,C0069,P018,CAM002,Marketplace,Hyderabad,1,9686,10,9686,968.6,8717.4,Completed,False
O00354,2026-06-07,C0020,P013,CAM005,Social,Chennai,1,11704,10,11704,1170.4,10533.6,Completed,False
O00355,2026-02-19,C0092,P014,CAM008,Marketplace,Chennai,1,17174,10,17174,1717.4,-15456.6,Returned,True
O00356,2026-03-24,C0086,P018,CAM006,Marketplace,Chennai,2,12255,5,24510,1225.5,23284.5,Completed,False
O00357,2026-04-07,C0099,P013,CAM002,Social,Delhi,1,15417,20,15417,3083.4,12333.6,Completed,False
O00358,2026-02-14,C0092,P019,CAM004,Marketplace,Bengaluru,4,16000,10,64000,6400.0,57600.0,Completed,False
O00359,2026-02-18,C0025,P003,CAM004,Mobile App,Chennai,3,13533,15,40599,6089.85,34509.15,Completed,False
O00360,2026-02-12,C0022,P007,CAM003,Marketplace,Hyderabad,2,12877,0,25754,0.0,25754.0,Completed,False
O00361,2026-06-30,C0035,P003,CAM010,Website,Chennai,1,7276,5,7276,363.8,6912.2,Completed,False
O00362,2026-05-16,C0047,P002,CAM003,Mobile App,Mumbai,2,7276,20,14552,2910.4,11641.6,Completed,False
O00363,2026-06-02,C0088,P010,CAM008,Marketplace,Bengaluru,1,17174,0,17174,0.0,17174.0,Completed,False
O00364,2026-05-28,C0074,P005,CAM010,Website,Chennai,4,15417,0,61668,0.0,61668.0,Completed,False
O00365,2026-06-23,C0065,P009,CAM008,Marketplace,Delhi,2,11704,20,23408,4681.6,18726.4,Completed,False
O00366,2026-01-20,C0088,P009,CAM008,Marketplace,Chennai,2,11294,5,22588,1129.4,21458.6,Completed,False
O00367,2026-06-09,C0065,P013,CAM002,Mobile App,Hyderabad,1,11524,5,11524,576.2,10947.8,Completed,False
O00368,2026-01-13,C0038,P019,CAM002,Website,Delhi,1,13261,10,13261,1326.1,11934.9,Completed,False
O00369,2026-03-28,C0042,P017,CAM008,Marketplace,Chennai,1,6427,0,6427,0.0,6427.0,Completed,False
O00370,2026-04-18,C0052,P008,CAM008,Social,Bengaluru,1,17174,0,17174,0.0,17174.0,Completed,False
O00371,2026-03-06,C0009,P007,CAM008,Marketplace,Chennai,3,2044,0,6132,0.0,6132.0,Completed,False
O00372,2026-01-27,C0075,P016,CAM005,Mobile App,Bengaluru,4,12255,0,49020,0.0,49020.0,Completed,False
O00373,2026-02-04,C0066,P003,CAM006,Marketplace,Delhi,4,11404,0,45616,0.0,45616.0,Completed,False
O00374,2026-05-30,C0074,P011,CAM001,Mobile App,Bengaluru,2,15417,15,30834,4625.1,26208.9,Completed,False
O00375,2026-02-27,C0054,P009,CAM003,Mobile App,Hyderabad,4,7276,5,29104,1455.2,27648.8,Completed,False
O00376,2026-02-26,C0079,P004,CAM006,Mobile App,Mumbai,3,15417,0,46251,0.0,46251.0,Completed,False
O00377,2026-06-17,C0095,P013,CAM002,Website,Chennai,1,11294,0,11294,0.0,11294.0,Completed,False
O00378,2026-01-27,C0057,P007,CAM002,Social,Bengaluru,1,17174,10,17174,1717.4,15456.6,Completed,False
O00379,2026-06-15,C0045,P004,CAM001,Marketplace,Mumbai,3,9686,20,29058,5811.6,23246.4,Completed,False
O00380,2026-06-16,C0011,P014,CAM003,Website,Hyderabad,2,12877,5,25754,1287.7,-24466.3,Returned,True
O00381,2026-04-19,C0078,P004,CAM010,Social,Mumbai,1,11294,0,11294,0.0,11294.0,Completed,False
O00382,2026-01-30,C0091,P014,CAM007,Website,Chennai,4,12255,5,49020,2451.0,46569.0,Completed,False
O00383,2026-01-29,C0070,P004,CAM010,Marketplace,Hyderabad,3,15417,10,46251,4625.1,41625.9,Completed,False
O00384,2026-02-21,C0087,P009,CAM003,Website,Delhi,3,1100,0,3300,0.0,3300.0,Completed,False
O00385,2026-04-15,C0087,P017,CAM006,Mobile App,Bengaluru,4,2266,20,9064,1812.8,7251.2,Completed,False
O00386,2026-01-28,C0080,P005,CAM009,Marketplace,Mumbai,4,13533,15,54132,8119.8,46012.2,Completed,False
O00387,2026-03-24,C0051,P016,CAM004,Social,Mumbai,4,16000,5,64000,3200.0,60800.0,Completed,False
O00388,2026-01-21,C0010,P015,CAM007,Social,Mumbai,2,11294,20,22588,4517.6,18070.4,Completed,False
O00389,2026-04-08,C0001,P019,CAM007,Social,Mumbai,4,15417,5,61668,3083.4,58584.6,Completed,False
O00390,2026-01-04,C0021,P004,CAM009,Website,Chennai,3,12877,0,38631,0.0,38631.0,Completed,False
O00391,2026-05-09,C0044,P015,CAM010,Website,Mumbai,3,2044,20,6132,1226.4,4905.6,Completed,False
O00392,2026-01-11,C0075,P019,CAM007,Social,Mumbai,4,2266,20,9064,1812.8,7251.2,Completed,False
O00393,2026-02-05,C0046,P016,CAM006,Social,Chennai,1,11294,5,11294,564.7,10729.3,Completed,False
O00394,2026-02-01,C0003,P004,CAM009,Mobile App,Mumbai,2,11704,10,23408,2340.8,21067.2,Completed,False
O00395,2026-05-31,C0022,P017,CAM007,Website,Mumbai,1,11522,0,11522,0.0,11522.0,Completed,False
O00396,2026-01-10,C0098,P003,CAM004,Marketplace,Chennai,2,15417,15,30834,4625.1,26208.9,Completed,False
O00397,2026-03-19,C0099,P012,CAM007,Website,Hyderabad,2,12877,15,25754,3863.1,21890.9,Completed,False
O00398,2026-04-17,C0038,P010,CAM006,Website,Chennai,4,12877,15,51508,7726.2,43781.8,Completed,False
O00399,2026-04-04,C0081,P011,CAM003,Social,Chennai,4,2044,10,8176,817.6,7358.4,Completed,False
O00400,2026-05-04,C0072,P011,CAM006,Mobile App,Hyderabad,2,11294,15,22588,3388.2,-19199.8,Returned,True
O00401,2026-05-26,C0094,P001,CAM007,Website,Delhi,2,17174,10,34348,3434.8,30913.2,Completed,False
O00402,2026-03-13,C0089,P011,CAM010,Marketplace,Mumbai,3,11524,20,34572,6914.4,27657.6,Completed,False
O00403,2026-05-30,C0063,P019,CAM006,Mobile App,Mumbai,4,13261,0,53044,0.0,53044.0,Completed,False
O00404,2026-02-27,C0040,P009,CAM002,Marketplace,Chennai,4,12877,10,51508,5150.8,46357.2,Completed,False
O00405,2026-06-28,C0063,P006,CAM010,Social,Chennai,1,6427,10,6427,642.7,5784.3,Completed,False
O00406,2026-04-02,C0032,P020,CAM006,Website,Bengaluru,1,12255,10,12255,1225.5,-11029.5,Returned,True
O00407,2026-05-14,C0035,P002,CAM003,Marketplace,Bengaluru,3,11404,0,34212,0.0,34212.0,Completed,False
O00408,2026-06-08,C0061,P010,CAM008,Social,Mumbai,2,16000,5,32000,1600.0,30400.0,Completed,False
O00409,2026-05-24,C0058,P011,CAM004,Mobile App,Hyderabad,1,13533,20,13533,2706.6,10826.4,Completed,False
O00410,2026-06-04,C0059,P010,CAM004,Social,Delhi,1,2044,0,2044,0.0,2044.0,Completed,False
O00411,2026-04-08,C0039,P019,CAM009,Mobile App,Hyderabad,2,11404,15,22808,3421.2,19386.8,Completed,False
O00412,2026-01-08,C0041,P009,CAM009,Mobile App,Bengaluru,2,12255,15,24510,3676.5,20833.5,Completed,False
O00413,2026-03-31,C0002,P020,CAM006,Social,Chennai,3,11294,10,33882,3388.2,30493.8,Completed,False
O00414,2026-02-02,C0061,P002,CAM004,Marketplace,Chennai,1,1100,0,1100,0.0,-1100.0,Returned,True
O00415,2026-06-10,C0058,P015,CAM009,Social,Chennai,3,11522,0,34566,0.0,34566.0,Completed,False
O00416,2026-02-12,C0094,P012,CAM002,Social,Chennai,3,9686,5,29058,1452.9,27605.1,Completed,False
O00417,2026-02-11,C0051,P005,CAM008,Marketplace,Mumbai,2,13533,0,27066,0.0,27066.0,Completed,False
O00418,2026-02-15,C0047,P005,CAM006,Website,Bengaluru,1,11294,0,11294,0.0,11294.0,Completed,False
O00419,2026-04-27,C0007,P015,CAM009,Mobile App,Hyderabad,3,11404,0,34212,0.0,34212.0,Completed,False
O00420,2026-04-14,C0020,P013,CAM005,Social,Hyderabad,3,11522,0,34566,0.0,-34566.0,Returned,True
O00421,2026-06-21,C0034,P013,CAM009,Marketplace,Bengaluru,2,6427,20,12854,2570.8,10283.2,Completed,False
O00422,2026-03-17,C0038,P002,CAM001,Mobile App,Chennai,2,16000,15,32000,4800.0,27200.0,Completed,False
O00423,2026-02-21,C0037,P012,CAM008,Mobile App,Chennai,3,15417,0,46251,0.0,46251.0,Completed,False
O00424,2026-01-09,C0040,P020,CAM001,Social,Delhi,2,17174,15,34348,5152.2,-29195.8,Returned,True
O00425,2026-01-02,C0077,P001,CAM007,Website,Hyderabad,2,16000,0,32000,0.0,32000.0,Completed,False
O00426,2026-03-09,C0014,P010,CAM002,Website,Chennai,2,11404,10,22808,2280.8,20527.2,Completed,False
O00427,2026-06-17,C0034,P010,CAM010,Social,Delhi,2,9686,0,19372,0.0,19372.0,Completed,False
O00428,2026-04-05,C0017,P018,CAM008,Mobile App,Hyderabad,3,11522,0,34566,0.0,-34566.0,Returned,True
O00429,2026-06-11,C0031,P006,CAM002,Social,Hyderabad,2,12877,0,25754,0.0,25754.0,Completed,False
O00430,2026-01-19,C0069,P010,CAM009,Marketplace,Mumbai,2,11524,10,23048,2304.8,20743.2,Completed,False
O00431,2026-01-17,C0005,P015,CAM003,Social,Hyderabad,3,9686,10,29058,2905.8,26152.2,Completed,False
O00432,2026-05-31,C0034,P002,CAM006,Marketplace,Chennai,2,7276,5,14552,727.6,13824.4,Completed,False
O00433,2026-01-20,C0003,P017,CAM001,Social,Bengaluru,1,15417,15,15417,2312.55,13104.45,Completed,False
O00434,2026-01-10,C0096,P017,CAM002,Social,Delhi,4,15417,15,61668,9250.2,52417.8,Completed,False
O00435,2026-03-15,C0073,P015,CAM003,Website,Hyderabad,1,13533,15,13533,2029.95,11503.05,Completed,False
O00436,2026-06-17,C0025,P013,CAM006,Social,Mumbai,3,1100,10,3300,330.0,2970.0,Completed,False
O00437,2026-05-05,C0020,P015,CAM006,Marketplace,Chennai,2,17174,10,34348,3434.8,30913.2,Completed,False
O00438,2026-01-18,C0010,P016,CAM009,Website,Mumbai,1,9015,10,9015,901.5,8113.5,Completed,False
O00439,2026-06-01,C0048,P019,CAM002,Website,Bengaluru,1,12877,5,12877,643.85,12233.15,Completed,False
O00440,2026-06-02,C0076,P009,CAM008,Mobile App,Hyderabad,4,1100,10,4400,440.0,-3960.0,Returned,True
O00441,2026-05-25,C0059,P010,CAM001,Website,Bengaluru,2,9686,0,19372,0.0,-19372.0,Returned,True
O00442,2026-06-13,C0089,P013,CAM003,Mobile App,Chennai,2,9686,20,19372,3874.4,15497.6,Completed,False
O00443,2026-02-13,C0035,P004,CAM002,Social,Bengaluru,3,12255,5,36765,1838.25,34926.75,Completed,False
O00444,2026-06-27,C0028,P018,CAM002,Mobile App,Delhi,1,12255,15,12255,1838.25,10416.75,Completed,False
O00445,2026-02-28,C0048,P016,CAM006,Website,Hyderabad,3,11524,20,34572,6914.4,27657.6,Completed,False
O00446,2026-05-26,C0021,P013,CAM010,Mobile App,Delhi,2,9072,10,18144,1814.4,16329.6,Completed,False
O00447,2026-04-15,C0098,P007,CAM007,Website,Delhi,3,7276,20,21828,4365.6,17462.4,Completed,False
O00448,2026-05-22,C0019,P007,CAM009,Social,Hyderabad,1,15417,10,15417,1541.7,13875.3,Completed,False
O00449,2026-04-24,C0048,P009,CAM006,Website,Hyderabad,4,7276,0,29104,0.0,29104.0,Completed,False
O00450,2026-04-27,C0053,P014,CAM001,Social,Hyderabad,1,1100,0,1100,0.0,1100.0,Completed,False
O00451,2026-04-22,C0006,P016,CAM004,Mobile App,Mumbai,3,1100,0,3300,0.0,3300.0,Completed,False
O00452,2026-05-21,C0047,P014,CAM009,Website,Chennai,3,11404,20,34212,6842.4,27369.6,Completed,False
O00453,2026-05-14,C0046,P019,CAM001,Marketplace,Hyderabad,2,11404,10,22808,2280.8,20527.2,Completed,False
O00454,2026-01-25,C0026,P020,CAM001,Mobile App,Mumbai,1,11524,5,11524,576.2,10947.8,Completed,False
O00455,2026-05-30,C0013,P015,CAM009,Social,Delhi,2,9072,10,18144,1814.4,16329.6,Completed,False
O00456,2026-04-08,C0005,P008,CAM001,Marketplace,Bengaluru,4,15417,5,61668,3083.4,58584.6,Completed,False
O00457,2026-02-28,C0001,P012,CAM010,Social,Hyderabad,4,16000,20,64000,12800.0,51200.0,Completed,False
O00458,2026-04-04,C0049,P009,CAM008,Mobile App,Delhi,4,12255,20,49020,9804.0,39216.0,Completed,False
O00459,2026-06-25,C0009,P013,CAM007,Website,Delhi,1,11294,0,11294,0.0,11294.0,Completed,False
O00460,2026-06-05,C0096,P017,CAM006,Website,Hyderabad,3,16000,15,48000,7200.0,40800.0,Completed,False
O00461,2026-05-31,C0025,P008,CAM001,Mobile App,Mumbai,1,9072,5,9072,453.6,8618.4,Completed,False
O00462,2026-03-25,C0066,P011,CAM005,Mobile App,Chennai,3,12877,0,38631,0.0,38631.0,Completed,False
O00463,2026-05-22,C0068,P001,CAM009,Social,Hyderabad,2,11524,20,23048,4609.6,18438.4,Completed,False
O00464,2026-03-11,C0050,P015,CAM010,Mobile App,Bengaluru,3,1100,0,3300,0.0,3300.0,Completed,False
O00465,2026-05-05,C0089,P010,CAM005,Social,Hyderabad,3,2044,5,6132,306.6,5825.4,Completed,False
O00466,2026-04-26,C0012,P010,CAM009,Website,Mumbai,4,17174,0,68696,0.0,68696.0,Completed,False
O00467,2026-02-15,C0024,P011,CAM008,Mobile App,Chennai,2,15417,10,30834,3083.4,27750.6,Completed,False
O00468,2026-02-18,C0026,P005,CAM001,Social,Chennai,2,9686,10,19372,1937.2,17434.8,Completed,False
O00469,2026-01-12,C0014,P012,CAM007,Website,Delhi,3,11294,5,33882,1694.1,32187.9,Completed,False
O00470,2026-01-26,C0030,P015,CAM007,Mobile App,Hyderabad,1,2266,0,2266,0.0,2266.0,Completed,False
