session_id,session_date,customer_id,channel,sessions,conversions
S00591,2026-03-24,C0077,Social,1,0
S00592,2026-06-09,C0040,Website,1,1
S00593,2026-02-20,C0065,Social,1,0
S00594,2026-01-10,C0001,Website,1,0
S00595,2026-02-26,C0030,Social,1,0
S00596,2026-06-26,C0096,Mobile App,1,0
S00597,2026-02-28,C0058,Social,1,0
S00598,2026-05-08,C0087,Website,1,0
S00599,2026-06-02,C0022,Mobile App,1,0
S00600,2026-02-21,C0030,Marketplace,1,0
S00601,2026-04-27,C0098,Social,1,1
S00602,2026-02-07,C0100,Website,1,0
S00603,2026-03-07,C0088,Website,1,1
S00604,2026-02-23,C0032,Marketplace,1,0
S00605,2026-05-02,C0081,Website,1,0
S00606,2026-06-08,C0046,Social,1,1
S00607,2026-02-15,C0085,Website,1,0
S00608,2026-02-22,C0086,Social,1,0
S00609,2026-05-29,C0044,Marketplace,1,1
S00610,2026-03-25,C0031,Social,1,1
S00611,2026-04-03,C0098,Website,1,0
S00612,2026-05-08,C0046,Mobile App,1,0
S00613,2026-01-25,C0044,Mobile App,1,0
S00614,2026-06-07,C0067,Website,1,0
S00615,2026-03-08,C0094,Website,1,0
S00616,2026-04-30,C0014,Mobile App,1,0
S00617,2026-03-20,C0099,Marketplace,1,1
S00618,2026-05-17,C0043,Marketplace,1,0
S00619,2026-04-21,C0003,Website,1,0
S00620,2026-02-01,C0031,Website,1,0
S00621,2026-02-03,C0047,Marketplace,1,0
S00622,2026-06-08,C0068,Mobile App,1,0
S00623,2026-04-05,C0057,Social,1,0
S00624,2026-02-19,C0014,Mobile App,1,0
S00625,2026-01-26,C0049,Mobile App,1,0
S00626,2026-01-24,C0024,Website,1,0
S00627,2026-06-16,C0027,Mobile App,1,0
S00628,2026-06-26,C0072,Marketplace,1,0
S00629,2026-03-13,C0081,Mobile App,1,0
S00630,2026-02-06,C0016,Marketplace,1,0
S00631,2026-03-17,C0061,Website,1,0
S00632,2026-01-25,C0043,Marketplace,1,0
S00633,2026-04-10,C0034,Mobile App,1,0
S00634,2026-04-24,C0072,Social,1,1
S00635,2026-06-28,C0025,Mobile App,1,0
S00636,2026-02-27,C0077,Website,1,0
S00637,2026-02-05,C0041,Marketplace,1,0
S00638,2026-01-25,C0010,Website,1,0
S00639,2026-03-10,C0080,Social,1,0
S00640,2026-04-19,C0086,Mobile App,1,0
S00641,2026-01-13,C0057,Social,1,1
S00642,2026-05-18,C0073,Marketplace,1,0
S00643,2026-03-25,C0015,Mobile App,1,0
S00644,2026-05-24,C0034,Marketplace,1,0
S00645,2026-03-25,C0035,Website,1,0
S00646,2026-01-29,C0077,Website,1,0
S00647,2026-01-04,C0036,Social,1,0
S00648,2026-04-11,C0073,Social,1,0
S00649,2026-04-08,C0031,Social,1,0
S00650,2026-05-28,C0061,Mobile App,1,0
S00651,2026-06-08,C0021,Mobile App,1,0
S00652,2026-01-30,C0056,Mobile App,1,0
S00653,2026-02-26,C0009,Marketplace,1,0
S00654,2026-02-07,C0074,Marketplace,1,1
S00655,2026-01-20,C0003,Social,1,1
S00656,2026-01-01,C0100,Social,1,1
S00657,2026-01-15,C0084,Mobile App,1,0
S00658,2026-04-05,C0058,Marketplace,1,0
S00659,2026-01-28,C0091,Marketplace,1,0
S00660,2026-02-05,C0081,Social,1,0
S00661,2026-01-22,C0015,Mobile App,1,0
S00662,2026-05-12,C0075,Website,1,0
S00663,2026-04-26,C0038,Mobile App,1,0
S00664,2026-06-24,C0086,Marketplace,1,0
S00665,2026-01-21,C0087,Social,1,0
S00666,2026-02-07,C0096,Social,1,0
S00667,2026-03-24,C0046,Website,1,0
S00668,2026-04-28,C0020,Marketplace,1,0
S00669,2026-01-24,C0013,Website,1,1
S00670,2026-02-08,C0017,Mobile App,1,0
S00671,2026-03-18,C0100,Social,1,0
S00672,2026-01-04,C0059,Social,1,0
S00673,2026-03-13,C0036,Website,1,0
S00674,2026-05-18,C0045,Website,1,0
S00675,2026-04-06,C0018,Marketplace,1,1
S00676,2026-03-20,C0058,Mobile App,1,1
S00677,2026-03-30,C0043,Mobile App,1,0
S00678,2026-06-21,C0080,Social,1,1
S00679,2026-04-05,C0003,Social,1,1
S00680,2026-04-07,C0094,Social,1,0
S00681,2026-06-18,C0007,Social,1,0
S00682,2026-01-29,C0042,Social,1,0
S00683,2026-01-18,C0035,Marketplace,1,0
S00684,2026-03-23,C0072,Social,1,0
S00685,2026-02-27,C0066,Marketplace,1,0
S00686,2026-02-06,C0020,Website,1,0
S00687,2026-01-22,C0050,Social,1,0
S00688,2026-06-08,C0054,Social,1,0
S00689,2026-04-22,C0047,Mobile App,1,0
S00690,2026-05-06,C0003,Mobile App,1,1
S00691,2026-01-22,C0018,Marketplace,1,0
S00692,2026-03-03,C0051,Marketplace,1,0
S00693,2026-04-23,C0027,Marketplace,1,0
S00694,2026-04-06,C0055,Mobile App,1,0
S00695,2026-05-06,C0017,Social,1,0
S00696,2026-05-02,C0074,Social,1,1
S00697,2026-03-16,C0019,Social,1,0
S00698,2026-05-22,C0065,Marketplace,1,0
S00699,2026-02-16,C0084,Website,1,0
S00700,2026-01-15,C0036,Social,1,0
S00701,2026-06-15,C0014,Website,1,0
S00702,2026-01-05,C0001,Website,1,0
S00703,2026-02-21,C0037,Mobile App,1,0
S00704,2026-01-21,C0012,Website,1,1
S00705,2026-02-11,C0089,Marketplace,1,0
S00706,2026-03-13,C0098,Mobile App,1,0
S00707,2026-01-24,C0099,Website,1,1
S00708,2026-03-26,C0093,Website,1,1
S00709,2026-06-17,C0059,Website,1,0
S00710,2026-01-25,C0033,Marketplace,1,0
S00711,2026-06-17,C0045,Social,1,0
S00712,2026-03-16,C0026,Mobile App,1,0
S00713,2026-04-18,C0085,Website,1,0
S00714,2026-03-21,C0044,Marketplace,1,0
S00715,2026-02-27,C0039,Social,1,0
S00716,2026-01-20,C0069,Website,1,1
S00717,2026-04-18,C0038,Social,1,0
S00718,2026-06-15,C0036,Website,1,1
S00719,2026-04-05,C0023,Mobile App,1,0
S00720,2026-04-19,C0007,Marketplace,1,0
S00721,2026-04-27,C0004,Website,1,0
S00722,2026-03-12,C0041,Mobile App,1,0
S00723,2026-01-22,C0100,Website,1,0
S00724,2026-04-02,C0027,Website,1,1
S00725,2026-06-07,C0065,Social,1,1
S00726,2026-02-26,C0033,Website,1,0
S00727,2026-06-07,C0031,Website,1,0
S00728,2026-06-04,C0017,Website,1,0
S00729,2026-02-14,C0057,Website,1,0
S00730,2026-04-15,C0066,Marketplace,1,1
S00731,2026-05-16,C0036,Social,1,1
S00732,2026-03-31,C0053,Website,1,0
S00733,2026-05-07,C0048,Marketplace,1,0
S00734,2026-06-14,C0028,Mobile App,1,0
S00735,2026-04-24,C0070,Website,1,0
S00736,2026-06-01,C0056,Marketplace,1,0
S00737,2026-05-25,C0007,Website,1,0
S00738,2026-05-28,C0050,Marketplace,1,0
S00739,2026-06-04,C0039,Marketplace,1,0
S00740,2026-02-10,C0080,Marketplace,1,1
S00741,2026-01-04,C0031,Website,1,0
S00742,2026-01-28,C0096,Mobile App,1,0
S00743,2026-02-15,C0062,Marketplace,1,0
S00744,2026-05-05,C0014,Social,1,0
S00745,2026-04-03,C0041,Website,1,0
S00746,2026-03-26,C0089,Mobile App,1,0
S00747,2026-01-02,C0026,Social,1,0
S00748,2026-05-04,C0071,Mobile App,1,0
S00749,2026-03-07,C0079,Mobile App,1,0
S00750,2026-05-18,C0070,Social,1,0
S00751,2026-01-21,C0010,Social,1,0
S00752,2026-02-23,C0038,Marketplace,1,0
S00753,2026-01-10,C0035,Marketplace,1,0
S00754,2026-02-21,C0035,Marketplace,1,0
S00755,2026-06-17,C0088,Mobile App,1,0
S00756,2026-03-30,C0001,Social,1,0
S00757,2026-03-21,C0054,Website,1,0
S00758,2026-02-19,C0099,Website,1,0
S00759,2026-02-17,C0088,Marketplace,1,0
S00760,2026-05-01,C0061,Social,1,0
S00761,2026-06-28,C0100,Social,1,0
S00762,2026-05-16,C0041,Marketplace,1,0
S00763,2026-05-14,C0062,Mobile App,1,0
S00764,2026-03-27,C0055,Mobile App,1,0
S00765,2026-01-18,C0005,Mobile App,1,0
S00766,2026-05-12,C0005,Mobile App,1,0
S00767,2026-05-27,C0090,Mobile App,1,0
S00768,2026-04-03,C0018,Website,1,0
S00769,2026-01-17,C0036,Mobile App,1,0
S00770,2026-05-10,C0063,Social,1,0
S00771,2026-06-16,C0058,Marketplace,1,0
S00772,2026-02-10,C0052,Website,1,0
S00773,2026-01-29,C0098,Mobile App,1,0
S00774,2026-05-14,C0079,Mobile App,1,0
S00775,2026-03-02,C0095,Mobile App,1,0
S00776,2026-05-10,C0066,Marketplace,1,1
S00777,2026-05-08,C0098,Social,1,0
S00778,2026-02-18,C0061,Marketplace,1,0
S00779,2026-01-08,C0055,Mobile App,1,0
S00780,2026-04-11,C0082,Website,1,0
S00781,2026-03-15,C0087,Website,1,0
S00782,2026-06-04,C0007,Social,1,0
S00783,2026-03-06,C0092,Marketplace,1,0
S00784,2026-02-15,C0070,Marketplace,1,0
S00785,2026-06-05,C0090,Marketplace,1,0
S00786,2026-05-14,C0072,Social,1,0
S00787,2026-04-22,C0093,Social,1,0
S00788,2026-06-22,C0028,Website,1,0
S00789,2026-05-22,C0019,Mobile App,1,1
S00790,2026-06-06,C0020,Website,1,0
S00791,2026-05-25,C0026,Mobile App,1,0
S00792,2026-03-14,C0022,Marketplace,1,1
S00793,2026-01-12,C0045,Website,1,0
S00794,2026-04-20,C0020,Website,1,0
S00795,2026-05-19,C0016,Mobile App,1,1
S00796,2026-06-29,C0053,Marketplace,1,0
S00797,2026-05-04,C0080,Marketplace,1,0
S00798,2026-04-13,C0014,Website,1,1
S00799,2026-04-15,C0052,Website,1,0
S00800,2026-01-21,C0066,Social,1,0
S00801,2026-01-02,C0071,Marketplace,1,0
S00802,2026-01-09,C0011,Social,1,1
S00803,2026-06-13,C0074,Social,1,1
S00804,2026-05-24,C0003,Social,1,1
S00805,2026-02-17,C0024,Marketplace,1,0
S00806,2026-03-18,C0032,Social,1,0
S00807,2026-03-29,C0086,Mobile App,1,0
S00808,2026-02-14,C0020,Social,1,0
S00809,2026-03-18,C0079,Mobile App,1,1
S00810,2026-03-04,C0099,Mobile App,1,0
S00811,2026-05-06,C0096,Marketplace,1,0
S00812,2026-05-18,C0031,Mobile App,1,0
S00813,2026-01-18,C0010,Website,1,0
S00814,2026-03-26,C0023,Social,1,0
S00815,2026-06-29,C0077,Mobile App,1,0
S00816,2026-06-07,C0020,Social,1,0
S00817,2026-05-24,C0065,Mobile App,1,0
S00818,2026-05-14,C0038,Social,1,0
S00819,2026-01-01,C0077,Marketplace,1,1
S00820,2026-06-26,C0061,Social,1,1
S00821,2026-05-14,C0059,Social,1,0
S00822,2026-06-10,C0079,Website,1,0
S00823,2026-06-14,C0096,Social,1,1
S00824,2026-02-16,C0037,Social,1,0
S00825,2026-01-03,C0053,Marketplace,1,1
S00826,2026-04-30,C0063,Social,1,0
S00827,2026-03-25,C0083,Social,1,0
S00828,2026-01-04,C0049,Marketplace,1,1
S00829,2026-02-19,C0038,Mobile App,1,1
S00830,2026-06-29,C0085,Social,1,0
S00831,2026-03-07,C0096,Website,1,0
S00832,2026-02-17,C0057,Marketplace,1,0
S00833,2026-04-29,C0011,Social,1,0
S00834,2026-05-01,C0029,Social,1,0
S00835,2026-03-02,C0047,Mobile App,1,0
S00836,2026-06-03,C0071,Website,1,0
S00837,2026-04-16,C0067,Mobile App,1,0
S00838,2026-01-30,C0083,Social,1,0
S00839,2026-02-28,C0003,Marketplace,1,1
S00840,2026-06-03,C0047,Website,1,0
S00841,2026-01-17,C0071,Website,1,0
S00842,2026-01-03,C0099,Mobile App,1,0
S00843,2026-04-29,C0015,Mobile App,1,0
S00844,2026-03-21,C0088,Website,1,0
S00845,2026-02-15,C0001,Mobile App,1,1
S00846,2026-03-27,C0020,Mobile App,1,1
S00847,2026-02-03,C0085,Website,1,0
S00848,2026-03-09,C0079,Website,1,1
S00849,2026-02-12,C0098,Marketplace,1,1
S00850,2026-04-17,C0061,Social,1,0
S00851,2026-05-02,C0062,Social,1,0
S00852,2026-06-15,C0054,Marketplace,1,0
S00853,2026-01-13,C0052,Website,1,0
S00854,2026-03-01,C0052,Social,1,0
S00855,2026-02-17,C0030,Social,1,1
S00856,2026-04-15,C0086,Mobile App,1,1
S00857,2026-04-07,C0036,Mobile App,1,0
S00858,2026-06-08,C0062,Website,1,1
S00859,2026-06-16,C0067,Social,1,0
S00860,2026-05-20,C0054,Social,1,0
S00861,2026-02-06,C0062,Website,1,1
S00862,2026-01-08,C0005,Marketplace,1,0
S00863,2026-06-12,C0032,Mobile App,1,0
S00864,2026-06-20,C0045,Marketplace,1,0
S00865,2026-02-15,C0040,Website,1,0
S00866,2026-01-09,C0091,Social,1,0
S00867,2026-05-04,C0090,Mobile App,1,0
S00868,2026-04-17,C0072,Social,1,0
S00869,2026-06-10,C0036,Website,1,0
S00870,2026-04-15,C0006,Marketplace,1,0
S00871,2026-05-18,C0076,Mobile App,1,1
S00872,2026-05-23,C0089,Social,1,0
S00873,2026-01-02,C0049,Marketplace,1,0
S00874,2026-01-27,C0083,Marketplace,1,0
S00875,2026-05-22,C0094,Website,1,1
S00876,2026-02-02,C0055,Marketplace,1,0
S00877,2026-02-07,C0021,Website,1,0
S00878,2026-05-17,C0003,Mobile App,1,0
S00879,2026-02-07,C0076,Website,1,1
S00880,2026-01-28,C0057,Website,1,0
S00881,2026-01-03,C0016,Marketplace,1,0
S00882,2026-03-26,C0006,Website,1,0
S00883,2026-04-26,C0097,Marketplace,1,0
S00884,2026-05-13,C0033,Social,1,1
S00885,2026-06-13,C0033,Website,1,1
S00886,2026-04-28,C0063,Marketplace,1,1
S00887,2026-05-17,C0037,Mobile App,1,0
S00888,2026-02-08,C0092,Mobile App,1,0
S00889,2026-03-03,C0069,Marketplace,1,0
S00890,2026-02-25,C0036,Marketplace,1,0
S00891,2026-01-12,C0027,Marketplace,1,1
S00892,2026-06-25,C0087,Website,1,0
S00893,2026-02-13,C0060,Marketplace,1,0
S00894,2026-03-23,C0092,Mobile App,1,1
S00895,2026-03-06,C0035,Mobile App,1,0
S00896,2026-01-09,C0003,Social,1,0
S00897,2026-06-13,C0090,Website,1,0
S00898,2026-02-09,C0024,Mobile App,1,1
S00899,2026-01-19,C0085,Mobile App,1,0
S00900,2026-03-03,C0071,Website,1,0
S00901,2026-01-27,C0024,Social,1,0
S00902,2026-06-30,C0076,Mobile App,1,0
S00903,2026-02-04,C0009,Marketplace,1,0
S00904,2026-02-24,C0040,Mobile App,1,0
S00905,2026-02-19,C0036,Social,1,0
S00906,2026-01-05,C0066,Marketplace,1,1
S00907,2026-01-03,C0054,Mobile App,1,0
S00908,2026-04-03,C0062,Social,1,1
S00909,2026-02-12,C0048,Social,1,0
S00910,2026-01-16,C0074,Marketplace,1,0
S00911,2026-02-22,C0017,Website,1,0
S00912,2026-02-19,C0072,Marketplace,1,0
S00913,2026-03-18,C0006,Marketplace,1,0
S00914,2026-06-29,C0009,Mobile App,1,0
S00915,2026-02-25,C0073,Website,1,0
S00916,2026-05-08,C0016,Marketplace,1,1
S00917,2026-05-20,C0078,Social,1,0
S00918,2026-01-10,C0014,Mobile App,1,0
S00919,2026-04-01,C0015,Mobile App,1,0
S00920,2026-03-23,C0094,Website,1,0
S00921,2026-04-02,C0018,Marketplace,1,0
S00922,2026-02-01,C0092,Social,1,0
S00923,2026-03-26,C0035,Social,1,0
S00924,2026-01-23,C0080,Mobile App,1,0
S00925,2026-06-21,C0094,Website,1,0
S00926,2026-04-17,C0012,Mobile App,1,0
S00927,2026-01-07,C0034,Social,1,0
S00928,2026-04-02,C0058,Website,1,0
S00929,2026-06-17,C0087,Website,1,1
S00930,2026-05-15,C0019,Social,1,1
S00931,2026-02-19,C0019,Marketplace,1,1
S00932,2026-06-11,C0037,Website,1,1
S00933,2026-02-03,C0021,Website,1,0
S00934,2026-02-14,C0027,Mobile App,1,1
S00935,2026-01-29,C0013,Marketplace,1,0
S00936,2026-06-17,C0083,Social,1,0
S00937,2026-05-10,C0080,Social,1,0
S00938,2026-04-04,C0015,Mobile App,1,0
S00939,2026-05-01,C0054,Mobile App,1,0
S00940,2026-02-16,C0065,Social,1,0
S00941,2026-01-13,C0063,Social,1,0
S00942,2026-06-03,C0099,Website,1,0
S00943,2026-06-24,C0065,Marketplace,1,0
S00944,2026-01-07,C0069,Marketplace,1,0
S00945,2026-01-10,C0004,Website,1,0
S00946,2026-04-12,C0008,Social,1,0
S00947,2026-01-08,C0062,Mobile App,1,0
S00948,2026-05-11,C0091,Marketplace,1,0
S00949,2026-06-21,C0040,Mobile App,1,0
S00950,2026-02-20,C0065,Marketplace,1,0
S00951,2026-02-23,C0022,Social,1,0
S00952,2026-06-06,C0046,Mobile App,1,0
S00953,2026-03-06,C0076,Mobile App,1,1
S00954,2026-02-13,C0066,Social,1,0
S00955,2026-01-16,C0012,Social,1,0
S00956,2026-06-02,C0088,Social,1,0
S00957,2026-06-17,C0093,Social,1,1
S00958,2026-01-15,C0048,Marketplace,1,0
S00959,2026-05-26,C0035,Social,1,0
S00960,2026-01-29,C0054,Social,1,1
S00961,2026-01-26,C0081,Website,1,0
S00962,2026-03-10,C0046,Marketplace,1,0
S00963,2026-03-21,C0004,Website,1,1
S00964,2026-06-04,C0008,Marketplace,1,0
S00965,2026-05-07,C0082,Mobile App,1,0
S00966,2026-01-27,C0079,Mobile App,1,1
S00967,2026-04-16,C0078,Social,1,0
S00968,2026-06-08,C0013,Marketplace,1,1
S00969,2026-04-30,C0018,Marketplace,1,1
S00970,2026-02-11,C0040,Social,1,1
S00971,2026-01-24,C0024,Website,1,1
S00972,2026-03-23,C0039,Marketplace,1,1
S00973,2026-03-27,C0056,Website,1,0
S00974,2026-03-05,C0029,Website,1,1
S00975,2026-01-20,C0013,Website,1,0
S00976,2026-01-22,C0041,Marketplace,1,0
S00977,2026-04-06,C0073,Marketplace,1,0
S00978,2026-06-20,C0062,Social,1,1
S00979,2026-04-19,C0033,Mobile App,1,0
S00980,2026-03-21,C0032,Social,1,1
S00981,2026-06-18,C0059,Mobile App,1,0
S00982,2026-05-05,C0018,Website,1,0
S00983,2026-05-10,C0084,Website,1,0
S00984,2026-04-15,C0087,Website,1,1
S00985,2026-05-19,C0003,Mobile App,1,0
S00986,2026-04-01,C0098,Mobile App,1,1
S00987,2026-04-23,C0003,Social,1,0
S00988,2026-04-22,C0046,Website,1,1
S00989,2026-05-17,C0067,Mobile App,1,0
S00990,2026-06-12,C0033,Social,1,1
S00991,2026-02-23,C0021,Website,1,0
S00992,2026-05-07,C0005,Mobile App,1,0
S00993,2026-01-06,C0073,Website,1,0
S00994,2026-04-07,C0004,Marketplace,1,0
S00995,2026-06-12,C0049,Social,1,1
S00996,2026-04-27,C0040,Website,1,0
S00997,2026-02-18,C0097,Mobile App,1,1
S00998,2026-04-20,C0094,Mobile App,1,0
S00999,2026-03-06,C0082,Social,1,1
S01000,2026-03-20,C0074,Social,1,1
S01001,2026-02-11,C0055,Website,1,0
S01002,2026-04-24,C0035,Mobile App,1,1
S01003,2026-02-05,C0017,Social,1,0
S01004,2026-03-22,C0097,Website,1,0
S01005,2026-06-20,C0039,Social,1,0
S01006,2026-05-18,C0043,Website,1,1
S01007,2026-03-16,C0015,Marketplace,1,0
S01008,2026-06-25,C0028,Social,1,0
S01009,2026-01-03,C0064,Marketplace,1,0
S01010,2026-06-23,C0043,Social,1,1
S01011,2026-03-05,C0059,Marketplace,1,0
S01012,2026-05-29,C0022,Website,1,0
S01013,2026-06-21,C0009,Marketplace,1,0
S01014,2026-04-19,C0089,Marketplace,1,0
S01015,2026-04-21,C0044,Mobile App,1,0
S01016,2026-05-16,C0037,Website,1,0
S01017,2026-02-13,C0029,Marketplace,1,0
S01018,2026-02-02,C0066,Marketplace,1,0
S01019,2026-03-04,C0057,Social,1,1
S01020,2026-03-28,C0039,Website,1,0
S01021,2026-05-15,C0094,Marketplace,1,0
S01022,2026-02-16,C0091,Social,1,0
S01023,2026-04-13,C0020,Social,1,0
S01024,2026-01-01,C0065,Social,1,0
S01025,2026-01-06,C0097,Website,1,0
S01026,2026-06-24,C0049,Website,1,0
S01027,2026-06-03,C0004,Marketplace,1,1
S01028,2026-06-06,C0014,Mobile App,1,0
S01029,2026-03-01,C0067,Website,1,0
S01030,2026-04-03,C0091,Website,1,0
S01031,2026-05-03,C0013,Website,1,0
S01032,2026-02-16,C0055,Mobile App,1,0
S01033,2026-05-15,C0050,Marketplace,1,0
S01034,2026-05-06,C0029,Website,1,0
S01035,2026-03-15,C0064,Website,1,0
S01036,2026-03-20,C0088,Mobile App,1,0
S01037,2026-02-25,C0024,Social,1,1
S01038,2026-05-26,C0006,Social,1,0
S01039,2026-06-28,C0036,Mobile App,1,0
S01040,2026-06-30,C0032,Website,1,1
S01041,2026-05-20,C0073,Website,1,0
S01042,2026-03-05,C0054,Social,1,0
S01043,2026-05-22,C0002,Mobile App,1,0
S01044,2026-02-14,C0034,Website,1,1
S01045,2026-06-12,C0074,Social,1,0
S01046,2026-02-18,C0048,Marketplace,1,0
S01047,2026-03-14,C0057,Mobile App,1,1
S01048,2026-01-17,C0027,Mobile App,1,1
S01049,2026-01-15,C0032,Website,1,0
S01050,2026-03-13,C0014,Social,1,1
S01051,2026-04-10,C0009,Social,1,0
S01052,2026-01-04,C0004,Website,1,0
S01053,2026-06-03,C0063,Marketplace,1,0
S01054,2026-01-21,C0016,Website,1,0
S01055,2026-06-30,C0058,Mobile App,1,0
S01056,2026-02-19,C0096,Marketplace,1,0
S01057,2026-03-10,C0070,Website,1,0
S01058,2026-01-29,C0058,Marketplace,1,0
S01059,2026-05-30,C0012,Website,1,0
S01060,2026-05-13,C0049,Marketplace,1,0
S01061,2026-01-15,C0090,Mobile App,1,0
S01062,2026-01-20,C0039,Website,1,0
S01063,2026-04-21,C0083,Social,1,0
S01064,2026-06-06,C0071,Mobile App,1,1
S01065,2026-01-20,C0027,Social,1,0
S01066,2026-02-10,C0015,Social,1,1
S01067,2026-04-09,C0002,Website,1,1
S01068,2026-01-20,C0028,Marketplace,1,0
S01069,2026-02-25,C0034,Mobile App,1,0
S01070,2026-01-02,C0066,Marketplace,1,0
S01071,2026-04-01,C0058,Marketplace,1,0
S01072,2026-05-10,C0048,Mobile App,1,0
S01073,2026-03-16,C0073,Marketplace,1,1
S01074,2026-02-16,C0078,Mobile App,1,0
S01075,2026-03-18,C0072,Social,1,1
S01076,2026-04-03,C0090,Social,1,1
S01077,2026-01-30,C0036,Website,1,0
S01078,2026-01-21,C0083,Marketplace,1,0
S01079,2026-02-02,C0043,Social,1,0
S01080,2026-06-28,C0019,Website,1,0
S01081,2026-05-11,C0015,Marketplace,1,0
S01082,2026-01-23,C0010,Social,1,0
S01083,2026-02-24,C0096,Website,1,0
S01084,2026-03-16,C0017,Marketplace,1,0
S01085,2026-02-02,C0084,Social,1,1
S01086,2026-06-04,C0079,Mobile App,1,0
S01087,2026-06-20,C0044,Website,1,0
S01088,2026-02-14,C0092,Mobile App,1,0
S01089,2026-01-03,C0091,Mobile App,1,0
S01090,2026-02-18,C0093,Marketplace,1,0
S01091,2026-04-16,C0050,Mobile App,1,1
S01092,2026-05-27,C0030,Mobile App,1,0
S01093,2026-03-03,C0005,Social,1,0
S01094,2026-02-19,C0085,Marketplace,1,1
S01095,2026-02-15,C0088,Social,1,0
S01096,2026-01-01,C0054,Marketplace,1,0
S01097,2026-01-03,C0008,Social,1,0
S01098,2026-03-19,C0083,Website,1,1
S01099,2026-04-22,C0030,Social,1,0
S01100,2026-01-03,C0055,Social,1,0
S01101,2026-02-06,C0066,Website,1,1
S01102,2026-06-14,C0015,Mobile App,1,0
S01103,2026-06-29,C0007,Mobile App,1,1
S01104,2026-04-27,C0008,Mobile App,1,1
S01105,2026-04-05,C0096,Social,1,0
S01106,2026-04-16,C0096,Marketplace,1,0
S01107,2026-03-09,C0043,Website,1,0
S01108,2026-02-06,C0043,Marketplace,1,0
S01109,2026-03-10,C0041,Social,1,0
S01110,2026-05-07,C0036,Mobile App,1,0
S01111,2026-04-30,C0055,Social,1,0
S01112,2026-05-03,C0036,Marketplace,1,0
S01113,2026-04-21,C0062,Social,1,0
S01114,2026-01-11,C0038,Social,1,1
S01115,2026-04-24,C0063,Website,1,1
S01116,2026-06-09,C0095,Social,1,0
S01117,2026-04-28,C0021,Website,1,0
S01118,2026-04-15,C0007,Social,1,0
S01119,2026-02-10,C0053,Social,1,0
S01120,2026-05-24,C0012,Mobile App,1,0
S01121,2026-03-23,C0024,Website,1,1
S01122,2026-02-17,C0079,Mobile App,1,0
S01123,2026-03-30,C0042,Mobile App,1,0
S01124,2026-01-23,C0055,Marketplace,1,0
S01125,2026-06-17,C0078,Website,1,0
S01126,2026-05-08,C0013,Website,1,0
S01127,2026-03-01,C0048,Mobile App,1,1
S01128,2026-05-24,C0004,Social,1,1
S01129,2026-01-10,C0050,Mobile App,1,0
S01130,2026-03-11,C0023,Mobile App,1,0
S01131,2026-04-28,C0092,Website,1,0
S01132,2026-01-05,C0027,Mobile App,1,1
S01133,2026-05-09,C0021,Mobile App,1,0
S01134,2026-05-29,C0002,Mobile App,1,0
S01135,2026-04-18,C0014,Mobile App,1,0
S01136,2026-02-07,C0022,Mobile App,1,1
S01137,2026-05-16,C0023,Marketplace,1,0
S01138,2026-03-03,C0074,Mobile App,1,0
S01139,2026-05-14,C0089,Social,1,0
S01140,2026-04-24,C0086,Marketplace,1,0
S01141,2026-01-17,C0096,Marketplace,1,0
S01142,2026-01-19,C0090,Marketplace,1,0
S01143,2026-01-03,C0046,Social,1,0
S01144,2026-01-14,C0039,Mobile App,1,0
S01145,2026-02-24,C0065,Social,1,0
S01146,2026-01-05,C0032,Website,1,0
S01147,2026-06-19,C0061,Website,1,1
S01148,2026-06-15,C0100,Social,1,0
S01149,2026-02-01,C0020,Social,1,1
S01150,2026-02-26,C0077,Website,1,0
S01151,2026-05-15,C0094,Marketplace,1,0
S01152,2026-04-30,C0054,Marketplace,1,0
S01153,2026-04-16,C0036,Website,1,0
S01154,2026-06-29,C0026,Marketplace,1,1
S01155,2026-04-24,C0017,Marketplace,1,0
S01156,2026-05-02,C0033,Marketplace,1,1
S01157,2026-04-01,C0075,Marketplace,1,0
S01158,2026-04-06,C0052,Social,1,0
S01159,2026-02-22,C0023,Website,1,0
S01160,2026-04-05,C0055,Marketplace,1,1
S01161,2026-06-16,C0081,Mobile App,1,0
S01162,2026-03-10,C0002,Social,1,0
S01163,2026-01-25,C0003,Mobile App,1,1
S01164,2026-04-19,C0096,Social,1,0
S01165,2026-05-23,C0075,Marketplace,1,0
S01166,2026-06-23,C0058,Website,1,1
S01167,2026-04-09,C0091,Social,1,1
S01168,2026-05-23,C0059,Website,1,0
S01169,2026-02-15,C0053,Mobile App,1,0
S01170,2026-03-18,C0022,Mobile App,1,0
S01171,2026-03-17,C0082,Marketplace,1,1
S01172,2026-03-02,C0077,Mobile App,1,0
S01173,2026-05-10,C0030,Marketplace,1,0
S01174,2026-06-09,C0074,Marketplace,1,0
S01175,2026-03-01,C0073,Website,1,0
S01176,2026-01-25,C0010,Website,1,0
S01177,2026-05-30,C0017,Mobile App,1,0
S01178,2026-06-03,C0060,Website,1,0
S01179,2026-06-19,C0063,Social,1,1
S01180,2026-02-16,C0066,Mobile App,1,0
S01181,2026-05-11,C0038,Mobile App,1,1
S01182,2026-05-10,C0084,Marketplace,1,0
S01183,2026-05-23,C0045,Social,1,0
S01184,2026-05-26,C0021,Marketplace,1,0
S01185,2026-06-22,C0012,Marketplace,1,1
S01186,2026-03-28,C0088,Social,1,0
