order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,status,channel,region,campaign_id
O00315,2026-01-02,C0053,P002,4,12255,0,Completed,Social,Bengaluru,CAM010
O00316,2026-06-24,C0040,P001,2,1100,10,Completed,Social,Bengaluru,CAM005
O00317,2026-01-31,C0076,P007,4,11524,5,Completed,Website,Delhi,CAM002
O00318,2026-04-18,C0068,P004,2,2266,0,Completed,Mobile App,Chennai,CAM001
O00319,2026-02-02,C0054,P018,3,11404,10,Completed,Marketplace,Mumbai,CAM009
O00320,2026-06-18,C0073,P005,1,11524,0,Completed,Marketplace,Delhi,CAM002
O00321,2026-05-14,C0077,P006,1,9686,0,Completed,Website,Mumbai,CAM005
O00322,2026-05-26,C0057,P020,4,11704,0,Completed,Marketplace,Bengaluru,CAM007
O00323,2026-03-20,C0027,P017,4,17174,10,Completed,Social,Mumbai,CAM006
O00324,2026-03-26,C0076,P005,4,12877,20,Completed,Social,Hyderabad,CAM003
O00325,2026-04-25,C0072,P008,2,2266,5,Returned,Mobile App,Delhi,CAM002
O00326,2026-05-23,C0099,P011,1,17174,5,Completed,Website,Bengaluru,CAM008
O00327,2026-06-03,C0015,P014,4,17174,5,Completed,Mobile App,Chennai,CAM005
O00328,2026-01-04,C0042,P019,3,12255,5,Completed,Mobile App,Hyderabad,CAM001
O00329,2026-05-01,C0093,P018,1,15417,15,Completed,Mobile App,Hyderabad,CAM002
O00330,2026-01-20,C0052,P020,4,9686,5,Completed,Mobile App,Delhi,CAM006
O00331,2026-02-22,C0095,P001,4,16000,15,Completed,Mobile App,Bengaluru,CAM002
O00332,2026-05-31,C0002,P005,2,16000,20,Completed,Website,Mumbai,CAM004
O00333,2026-02-15,C0004,P012,4,12255,20,Completed,Mobile App,Mumbai,CAM002
O00334,2026-05-25,C0080,P001,4,6427,10,Completed,Mobile App,Bengaluru,CAM008
O00335,2026-03-25,C0036,P008,3,9015,15,Completed,Website,Bengaluru,CAM007
O00336,2026-02-12,C0053,P004,3,11294,20,Completed,Social,Mumbai,CAM008
O00337,2026-03-02,C0043,P019,2,11522,15,Completed,Marketplace,Chennai,CAM001
O00338,2026-04-07,C0041,P002,4,1100,5,Completed,Social,Mumbai,CAM004
O00339,2026-05-19,C0094,P003,4,11522,0,Completed,Marketplace,Chennai,CAM003
O00340,2026-04-20,C0010,P004,4,11522,0,Returned,Website,Mumbai,CAM007
O00341,2026-06-18,C0078,P003,3,12255,20,Completed,Social,Bengaluru,CAM009
O00342,2026-06-07,C0089,P012,1,1100,10,Completed,Mobile App,Hyderabad,CAM003
O00343,2026-05-17,C0066,P008,2,2044,5,Completed,Marketplace,Chennai,CAM008
O00344,2026-04-20,C0040,P019,2,16000,5,Completed,Mobile App,Mumbai,CAM006
O00345,2026-02-22,C0017,P006,4,7276,5,Completed,Mobile App,Hyderabad,CAM009
O00346,2026-03-16,C0069,P011,3,6427,20,Completed,Mobile App,Hyderabad,CAM001
O00347,2026-01-22,C0047,P014,3,9072,15,Completed,Mobile App,Hyderabad,CAM010
O00348,2026-03-09,C0015,P013,1,11404,20,Completed,Marketplace,Bengaluru,CAM005
O00349,2026-06-17,C0036,P016,4,9686,5,Completed,Marketplace,Delhi,CAM003
O00350,2026-03-19,C0097,P005,2,12255,10,Completed,Website,Hyderabad,CAM002
O00351,2026-01-21,C0027,P011,1,13533,0,Completed,Website,Hyderabad,CAM010
O00352,2026-04-28,C0018,P017,4,9015,20,Completed,Social,Mumbai,CAM009
O00353,2026-06-24,C0069,P018,1,9686,10,Completed,Marketplace,Hyderabad,CAM002
O00354,2026-06-07,C0020,P013,1,11704,10,Completed,Social,Chennai,CAM005
O00355,2026-02-19,C0092,P014,1,17174,10,Returned,Marketplace,Chennai,CAM008
O00356,2026-03-24,C0086,P018,2,12255,5,Completed,Marketplace,Chennai,CAM006
O00357,2026-04-07,C0099,P013,1,15417,20,Completed,Social,Delhi,CAM002
O00358,2026-02-14,C0092,P019,4,16000,10,Completed,Marketplace,Bengaluru,CAM004
O00359,2026-02-18,C0025,P003,3,13533,15,Completed,Mobile App,Chennai,CAM004
O00360,2026-02-12,C0022,P007,2,12877,0,Completed,Marketplace,Hyderabad,CAM003
O00361,2026-06-30,C0035,P003,1,7276,5,Completed,Website,Chennai,CAM010
O00362,2026-05-16,C0047,P002,2,7276,20,Completed,Mobile App,Mumbai,CAM003
O00363,2026-06-02,C0088,P010,1,17174,0,Completed,Marketplace,Bengaluru,CAM008
O00364,2026-05-28,C0074,P005,4,15417,0,Completed,Website,Chennai,CAM010
O00365,2026-06-23,C0065,P009,2,11704,20,Completed,Marketplace,Delhi,CAM008
O00366,2026-01-20,C0088,P009,2,11294,5,Completed,Marketplace,Chennai,CAM008
O00367,2026-06-09,C0065,P013,1,11524,5,Completed,Mobile App,Hyderabad,CAM002
O00368,2026-01-13,C0038,P019,1,13261,10,Completed,Website,Delhi,CAM002
O00369,2026-03-28,C0042,P017,1,6427,0,Completed,Marketplace,Chennai,CAM008
O00370,2026-04-18,C0052,P008,1,17174,0,Completed,Social,Bengaluru,CAM008
O00371,2026-03-06,C0009,P007,3,2044,0,Completed,Marketplace,Chennai,CAM008
O00372,2026-01-27,C0075,P016,4,12255,0,Completed,Mobile App,Bengaluru,CAM005
O00373,2026-02-04,C0066,P003,4,11404,0,Completed,Marketplace,Delhi,CAM006
O00374,2026-05-30,C0074,P011,2,15417,15,Completed,Mobile App,Bengaluru,CAM001
O00375,2026-02-27,C0054,P009,4,7276,5,Completed,Mobile App,Hyderabad,CAM003
O00376,2026-02-26,C0079,P004,3,15417,0,Completed,Mobile App,Mumbai,CAM006
O00377,2026-06-17,C0095,P013,1,11294,0,Completed,Website,Chennai,CAM002
O00378,2026-01-27,C0057,P007,1,17174,10,Completed,Social,Bengaluru,CAM002
O00379,2026-06-15,C0045,P004,3,9686,20,Completed,Marketplace,Mumbai,CAM001
O00380,2026-06-16,C0011,P014,2,12877,5,Returned,Website,Hyderabad,CAM003
O00381,2026-04-19,C0078,P004,1,11294,0,Completed,Social,Mumbai,CAM010
O00382,2026-01-30,C0091,P014,4,12255,5,Completed,Website,Chennai,CAM007
O00383,2026-01-29,C0070,P004,3,15417,10,Completed,Marketplace,Hyderabad,CAM010
O00384,2026-02-21,C0087,P009,3,1100,0,Completed,Website,Delhi,CAM003
O00385,2026-04-15,C0087,P017,4,2266,20,Completed,Mobile App,Bengaluru,CAM006
O00386,2026-01-28,C0080,P005,4,13533,15,Completed,Marketplace,Mumbai,CAM009
O00387,2026-03-24,C0051,P016,4,16000,5,Completed,Social,Mumbai,CAM004
O00388,2026-01-21,C0010,P015,2,11294,20,Completed,Social,Mumbai,CAM007
O00389,2026-04-08,C0001,P019,4,15417,5,Completed,Social,Mumbai,CAM007
O00390,2026-01-04,C0021,P004,3,12877,0,Completed,Website,Chennai,CAM009
O00391,2026-05-09,C0044,P015,3,2044,20,Completed,Website,Mumbai,CAM010
O00392,2026-01-11,C0075,P019,4,2266,20,Completed,Social,Mumbai,CAM007
O00393,2026-02-05,C0046,P016,1,11294,5,Completed,Social,Chennai,CAM006
O00394,2026-02-01,C0003,P004,2,11704,10,Completed,Mobile App,Mumbai,CAM009
O00395,2026-05-31,C0022,P017,1,11522,0,Completed,Website,Mumbai,CAM007
O00396,2026-01-10,C0098,P003,2,15417,15,Completed,Marketplace,Chennai,CAM004
O00397,2026-03-19,C0099,P012,2,12877,15,Completed,Website,Hyderabad,CAM007
O00398,2026-04-17,C0038,P010,4,12877,15,Completed,Website,Chennai,CAM006
O00399,2026-04-04,C0081,P011,4,2044,10,Completed,Social,Chennai,CAM003
O00400,2026-05-04,C0072,P011,2,11294,15,Returned,Mobile App,Hyderabad,CAM006
O00401,2026-05-26,C0094,P001,2,17174,10,Completed,Website,Delhi,CAM007
O00402,2026-03-13,C0089,P011,3,11524,20,Completed,Marketplace,Mumbai,CAM010
O00403,2026-05-30,C0063,P019,4,13261,0,Completed,Mobile App,Mumbai,CAM006
O00404,2026-02-27,C0040,P009,4,12877,10,Completed,Marketplace,Chennai,CAM002
O00405,2026-06-28,C0063,P006,1,6427,10,Completed,Social,Chennai,CAM010
O00406,2026-04-02,C0032,P020,1,12255,10,Returned,Website,Bengaluru,CAM006
O00407,2026-05-14,C0035,P002,3,11404,0,Completed,Marketplace,Bengaluru,CAM003
O00408,2026-06-08,C0061,P010,2,16000,5,Completed,Social,Mumbai,CAM008
O00409,2026-05-24,C0058,P011,1,13533,20,Completed,Mobile App,Hyderabad,CAM004
O00410,2026-06-04,C0059,P010,1,2044,0,Completed,Social,Delhi,CAM004
O00411,2026-04-08,C0039,P019,2,11404,15,Completed,Mobile App,Hyderabad,CAM009
O00412,2026-01-08,C0041,P009,2,12255,15,Completed,Mobile App,Bengaluru,CAM009
O00413,2026-03-31,C0002,P020,3,11294,10,Completed,Social,Chennai,CAM006
O00414,2026-02-02,C0061,P002,1,1100,0,Returned,Marketplace,Chennai,CAM004
O00415,2026-06-10,C0058,P015,3,11522,0,Completed,Social,Chennai,CAM009
O00416,2026-02-12,C0094,P012,3,9686,5,Completed,Social,Chennai,CAM002
O00417,2026-02-11,C0051,P005,2,13533,0,Completed,Marketplace,Mumbai,CAM008
O00418,2026-02-15,C0047,P005,1,11294,0,Completed,Website,Bengaluru,CAM006
O00419,2026-04-27,C0007,P015,3,11404,0,Completed,Mobile App,Hyderabad,CAM009
O00420,2026-04-14,C0020,P013,3,11522,0,Returned,Social,Hyderabad,CAM005
O00421,2026-06-21,C0034,P013,2,6427,20,Completed,Marketplace,Bengaluru,CAM009
O00422,2026-03-17,C0038,P002,2,16000,15,Completed,Mobile App,Chennai,CAM001
O00423,2026-02-21,C0037,P012,3,15417,0,Completed,Mobile App,Chennai,CAM008
O00424,2026-01-09,C0040,P020,2,17174,15,Returned,Social,Delhi,CAM001
O00425,2026-01-02,C0077,P001,2,16000,0,Completed,Website,Hyderabad,CAM007
O00426,2026-03-09,C0014,P010,2,11404,10,Completed,Website,Chennai,CAM002
O00427,2026-06-17,C0034,P010,2,9686,0,Completed,Social,Delhi,CAM010
O00428,2026-04-05,C0017,P018,3,11522,0,Returned,Mobile App,Hyderabad,CAM008
O00429,2026-06-11,C0031,P006,2,12877,0,Completed,Social,Hyderabad,CAM002
O00430,2026-01-19,C0069,P010,2,11524,10,Completed,Marketplace,Mumbai,CAM009
O00431,2026-01-17,C0005,P015,3,9686,10,Completed,Social,Hyderabad,CAM003
O00432,2026-05-31,C0034,P002,2,7276,5,Completed,Marketplace,Chennai,CAM006
O00433,2026-01-20,C0003,P017,1,15417,15,Completed,Social,Bengaluru,CAM001
O00434,2026-01-10,C0096,P017,4,15417,15,Completed,Social,Delhi,CAM002
O00435,2026-03-15,C0073,P015,1,13533,15,Completed,Website,Hyderabad,CAM003
O00436,2026-06-17,C0025,P013,3,1100,10,Completed,Social,Mumbai,CAM006
O00437,2026-05-05,C0020,P015,2,17174,10,Completed,Marketplace,Chennai,CAM006
O00438,2026-01-18,C0010,P016,1,9015,10,Completed,Website,Mumbai,CAM009
O00439,2026-06-01,C0048,P019,1,12877,5,Completed,Website,Bengaluru,CAM002
O00440,2026-06-02,C0076,P009,4,1100,10,Returned,Mobile App,Hyderabad,CAM008
O00441,2026-05-25,C0059,P010,2,9686,0,Returned,Website,Bengaluru,CAM001
O00442,2026-06-13,C0089,P013,2,9686,20,Completed,Mobile App,Chennai,CAM003
O00443,2026-02-13,C0035,P004,3,12255,5,Completed,Social,Bengaluru,CAM002
O00444,2026-06-27,C0028,P018,1,12255,15,Completed,Mobile App,Delhi,CAM002
O00445,2026-02-28,C0048,P016,3,11524,20,Completed,Website,Hyderabad,CAM006
O00446,2026-05-26,C0021,P013,2,9072,10,Completed,Mobile App,Delhi,CAM010
O00447,2026-04-15,C0098,P007,3,7276,20,Completed,Website,Delhi,CAM007
O00448,2026-05-22,C0019,P007,1,15417,10,Completed,Social,Hyderabad,CAM009
O00449,2026-04-24,C0048,P009,4,7276,0,Completed,Website,Hyderabad,CAM006
O00450,2026-04-27,C0053,P014,1,1100,0,Completed,Social,Hyderabad,CAM001
O00451,2026-04-22,C0006,P016,3,1100,0,Completed,Mobile App,Mumbai,CAM004
O00452,2026-05-21,C0047,P014,3,11404,20,Completed,Website,Chennai,CAM009
O00453,2026-05-14,C0046,P019,2,11404,10,Completed,Marketplace,Hyderabad,CAM001
O00454,2026-01-25,C0026,P020,1,11524,5,Completed,Mobile App,Mumbai,CAM001
O00455,2026-05-30,C0013,P015,2,9072,10,Completed,Social,Delhi,CAM009
O00456,2026-04-08,C0005,P008,4,15417,5,Completed,Marketplace,Bengaluru,CAM001
O00457,2026-02-28,C0001,P012,4,16000,20,Completed,Social,Hyderabad,CAM010
O00458,2026-04-04,C0049,P009,4,12255,20,Completed,Mobile App,Delhi,CAM008
O00459,2026-06-25,C0009,P013,1,11294,0,Completed,Website,Delhi,CAM007
O00460,2026-06-05,C0096,P017,3,16000,15,Completed,Website,Hyderabad,CAM006
O00461,2026-05-31,C0025,P008,1,9072,5,Completed,Mobile App,Mumbai,CAM001
O00462,2026-03-25,C0066,P011,3,12877,0,Completed,Mobile App,Chennai,CAM005
O00463,2026-05-22,C0068,P001,2,11524,20,Completed,Social,Hyderabad,CAM009
O00464,2026-03-11,C0050,P015,3,1100,0,Completed,Mobile App,Bengaluru,CAM010
O00465,2026-05-05,C0089,P010,3,2044,5,Completed,Social,Hyderabad,CAM005
O00466,2026-04-26,C0012,P010,4,17174,0,Completed,Website,Mumbai,CAM009
O00467,2026-02-15,C0024,P011,2,15417,10,Completed,Mobile App,Chennai,CAM008
O00468,2026-02-18,C0026,P005,2,9686,10,Completed,Social,Chennai,CAM001
O00469,2026-01-12,C0014,P012,3,11294,5,Completed,Website,Delhi,CAM007
O00470,2026-01-26,C0030,P015,1,2266,0,Completed,Mobile App,Hyderabad,CAM007
O00471,2026-03-20,C0032,P007,1,12255,0,Completed,Social,Mumbai,CAM006
O00472,2026-03-28,C0077,P003,3,9015,20,Completed,Marketplace,Bengaluru,CAM008
O00473,2026-01-30,C0031,P008,4,13533,20,Completed,Social,Chennai,CAM009
O00474,2026-03-17,C0088,P004,3,17174,20,Completed,Marketplace,Delhi,CAM006
O00475,2026-04-20,C0078,P008,4,2044,10,Completed,Social,Delhi,CAM004
O00476,2026-02-12,C0091,P013,1,17174,10,Completed,Social,Delhi,CAM010
O00477,2026-03-03,C0011,P003,2,12255,15,Completed,Social,Mumbai,CAM010
O00478,2026-03-08,C0099,P015,3,13261,15,Completed,Website,Hyderabad,CAM007
O00479,2026-04-02,C0062,P005,2,9072,10,Completed,Marketplace,Bengaluru,CAM007
O00480,2026-03-08,C0099,P018,1,1100,5,Completed,Website,Bengaluru,CAM002
O00481,2026-05-14,C0036,P015,1,9015,10,Completed,Website,Bengaluru,CAM005
O00482,2026-03-01,C0096,P006,4,17174,0,Completed,Mobile App,Hyderabad,CAM002
O00483,2026-03-20,C0059,P012,3,2044,0,Completed,Marketplace,Bengaluru,CAM006
O00484,2026-03-10,C0008,P003,2,11524,15,Completed,Mobile App,Delhi,CAM009
O00485,2026-02-03,C0042,P002,2,11524,20,Returned,Social,Hyderabad,CAM003
O00486,2026-05-05,C0014,P020,1,9015,0,Completed,Mobile App,Delhi,CAM010
O00487,2026-02-12,C0095,P017,4,11704,0,Completed,Marketplace,Hyderabad,CAM002
O00488,2026-02-23,C0031,P004,1,9072,0,Completed,Social,Bengaluru,CAM001
O00489,2026-05-24,C0023,P006,4,11704,15,Completed,Social,Chennai,CAM010
O00490,2026-06-21,C0056,P004,1,11294,5,Completed,Website,Chennai,CAM002
O00491,2026-05-02,C0043,P008,2,11524,5,Completed,Marketplace,Delhi,CAM008
O00492,2026-06-15,C0010,P006,2,11524,0,Completed,Website,Delhi,CAM008
O00493,2026-06-04,C0082,P007,4,7276,20,Completed,Marketplace,Chennai,CAM004
O00494,2026-03-29,C0085,P011,1,12255,10,Completed,Mobile App,Mumbai,CAM001
O00495,2026-05-20,C0075,P004,2,11522,15,Completed,Social,Bengaluru,CAM004
O00496,2026-03-01,C0062,P018,2,15417,15,Completed,Social,Chennai,CAM001
O00497,2026-03-25,C0041,P015,2,11404,0,Completed,Social,Mumbai,CAM007
O00498,2026-04-07,C0055,P016,1,11704,20,Returned,Social,Chennai,CAM009
O00499,2026-06-23,C0053,P004,4,11704,10,Completed,Mobile App,Delhi,CAM010
O00500,2026-06-03,C0017,P015,2,9686,15,Completed,Marketplace,Chennai,CAM009
O00501,2026-03-30,C0009,P017,2,11522,5,Completed,Website,Chennai,CAM008
O00502,2026-04-29,C0026,P004,2,16000,20,Completed,Marketplace,Bengaluru,CAM009
O00503,2026-02-06,C0046,P016,4,12255,20,Completed,Website,Delhi,CAM008
O00504,2026-05-26,C0017,P008,2,6427,10,Completed,Marketplace,Chennai,CAM007
O00505,2026-04-11,C0011,P016,2,2044,0,Completed,Social,Bengaluru,CAM010
O00506,2026-04-07,C0086,P010,2,13261,20,Completed,Marketplace,Mumbai,CAM004
O00507,2026-05-19,C0038,P017,2,9686,20,Completed,Social,Delhi,CAM005
O00508,2026-04-25,C0059,P003,1,15417,10,Completed,Website,Hyderabad,CAM010
O00509,2026-01-14,C0053,P008,3,11524,10,Completed,Social,Chennai,CAM004
O00510,2026-02-22,C0074,P006,1,1100,5,Returned,Marketplace,Hyderabad,CAM003
O00511,2026-02-01,C0074,P005,1,1100,0,Completed,Marketplace,Bengaluru,CAM002
O00512,2026-05-14,C0030,P007,1,9072,20,Completed,Social,Mumbai,CAM003
O00513,2026-01-07,C0085,P008,2,16000,10,Completed,Marketplace,Hyderabad,CAM006
O00514,2026-02-06,C0038,P003,4,11522,5,Completed,Mobile App,Bengaluru,CAM009
O00515,2026-04-19,C0084,P015,3,9686,15,Completed,Marketplace,Delhi,CAM002
O00516,2026-05-06,C0041,P012,4,11294,0,Completed,Marketplace,Mumbai,CAM007
O00517,2026-04-02,C0012,P017,2,9072,0,Completed,Social,Mumbai,CAM008
O00518,2026-06-05,C0077,P015,4,2044,5,Completed,Mobile App,Chennai,CAM009
O00519,2026-06-16,C0004,P003,1,11294,10,Completed,Marketplace,Mumbai,CAM008
O00520,2026-01-24,C0078,P002,3,11522,5,Completed,Marketplace,Hyderabad,CAM002
O00521,2026-06-22,C0005,P009,4,11294,0,Completed,Website,Hyderabad,CAM005
O00522,2026-04-22,C0021,P010,3,12877,5,Completed,Website,Chennai,CAM010
O00523,2026-04-26,C0061,P005,4,6427,5,Completed,Website,Chennai,CAM010
O00524,2026-01-18,C0095,P016,2,9686,10,Completed,Marketplace,Bengaluru,CAM007
O00525,2026-04-23,C0041,P012,1,13533,10,Completed,Mobile App,Mumbai,CAM010
O00526,2026-05-12,C0013,P015,4,11524,20,Completed,Social,Bengaluru,CAM007
O00527,2026-04-16,C0024,P003,1,11522,20,Completed,Marketplace,Hyderabad,CAM001
O00528,2026-01-16,C0090,P017,4,16000,5,Completed,Website,Mumbai,CAM010
O00529,2026-04-05,C0073,P005,3,13533,20,Completed,Website,Mumbai,CAM002
O00530,2026-06-19,C0011,P009,4,11294,10,Completed,Mobile App,Hyderabad,CAM004
O00531,2026-05-11,C0039,P009,2,9015,0,Completed,Social,Delhi,CAM003
O00532,2026-01-25,C0027,P017,4,13533,5,Completed,Website,Delhi,CAM008
O00533,2026-06-23,C0018,P006,1,2044,15,Returned,Website,Bengaluru,CAM001
O00534,2026-06-23,C0085,P005,2,12255,20,Completed,Website,Chennai,CAM007
O00535,2026-01-31,C0062,P007,1,11524,5,Completed,Mobile App,Chennai,CAM009
O00536,2026-05-25,C0018,P008,4,9686,0,Completed,Social,Mumbai,CAM008
O00537,2026-03-15,C0066,P004,3,17174,0,Completed,Marketplace,Delhi,CAM004
O00538,2026-04-18,C0042,P004,4,6427,0,Completed,Mobile App,Hyderabad,CAM009
O00539,2026-03-22,C0007,P005,4,1100,15,Completed,Website,Mumbai,CAM004
O00540,2026-05-22,C0045,P010,2,15417,10,Completed,Mobile App,Mumbai,CAM007
O00541,2026-06-30,C0019,P007,1,12877,10,Completed,Marketplace,Mumbai,CAM006
O00542,2026-05-24,C0025,P008,4,6427,15,Completed,Mobile App,Hyderabad,CAM001
O00543,2026-06-18,C0088,P015,2,9686,20,Completed,Marketplace,Bengaluru,CAM001
O00544,2026-06-21,C0072,P005,1,17174,15,Completed,Social,Hyderabad,CAM002
O00545,2026-01-17,C0014,P019,4,6427,0,Completed,Website,Delhi,CAM010
O00546,2026-02-15,C0086,P016,4,9686,10,Completed,Mobile App,Chennai,CAM010
O00547,2026-05-11,C0058,P004,2,6427,20,Completed,Website,Chennai,CAM005
O00548,2026-04-17,C0088,P007,4,12877,15,Completed,Marketplace,Hyderabad,CAM010
O00549,2026-01-10,C0075,P004,1,9015,5,Completed,Mobile App,Delhi,CAM001
O00550,2026-01-18,C0034,P006,1,9072,5,Completed,Mobile App,Mumbai,CAM010
O00551,2026-04-05,C0054,P008,2,7276,20,Completed,Website,Bengaluru,CAM003
O00552,2026-04-22,C0054,P003,3,17174,0,Completed,Website,Delhi,CAM001
O00553,2026-01-31,C0072,P001,1,9072,10,Completed,Mobile App,Bengaluru,CAM008
O00554,2026-02-01,C0025,P009,1,16000,0,Returned,Marketplace,Bengaluru,CAM004
O00555,2026-01-24,C0034,P015,3,11524,20,Completed,Website,Hyderabad,CAM003
O00556,2026-04-13,C0025,P007,4,12255,0,Returned,Website,Chennai,CAM008
O00557,2026-01-02,C0030,P018,3,13261,0,Completed,Mobile App,Delhi,CAM004
O00558,2026-04-14,C0017,P008,4,13533,5,Completed,Marketplace,Mumbai,CAM008
O00559,2026-03-28,C0004,P019,4,11294,5,Completed,Mobile App,Bengaluru,CAM002
O00560,2026-03-26,C0095,P005,3,1100,10,Completed,Mobile App,Bengaluru,CAM001
O00561,2026-05-03,C0008,P011,3,11704,5,Completed,Website,Mumbai,CAM004
O00562,2026-04-05,C0089,P016,4,6427,5,Completed,Marketplace,Bengaluru,CAM007
O00563,2026-05-12,C0001,P002,2,7276,10,Completed,Social,Chennai,CAM003
O00564,2026-05-19,C0078,P019,1,1100,10,Returned,Social,Mumbai,CAM002
O00565,2026-06-16,C0033,P008,4,11524,20,Completed,Marketplace,Chennai,CAM008
O00566,2026-05-25,C0052,P010,2,11404,10,Returned,Marketplace,Chennai,CAM005
O00567,2026-04-04,C0029,P013,4,11524,10,Completed,Mobile App,Mumbai,CAM005
O00568,2026-03-31,C0050,P013,2,11404,15,Completed,Website,Chennai,CAM003
O00569,2026-02-12,C0046,P001,4,11294,0,Completed,Mobile App,Bengaluru,CAM001
O00570,2026-04-19,C0053,P018,1,11524,15,Completed,Marketplace,Mumbai,CAM001
O00571,2026-01-26,C0040,P013,3,11704,20,Completed,Marketplace,Hyderabad,CAM007
O00572,2026-06-18,C0054,P020,2,11404,5,Completed,Social,Hyderabad,CAM001
O00573,2026-06-02,C0083,P010,2,6427,0,Completed,Social,Chennai,CAM003
O00574,2026-01-22,C0044,P013,2,7276,5,Completed,Website,Hyderabad,CAM010
O00575,2026-05-23,C0037,P009,4,2266,5,Completed,Website,Chennai,CAM004
O00576,2026-01-22,C0014,P018,2,13261,10,Completed,Mobile App,Bengaluru,CAM008
O00577,2026-05-11,C0036,P017,4,11294,20,Returned,Social,Hyderabad,CAM004
O00578,2026-01-16,C0013,P019,2,2044,10,Completed,Social,Chennai,CAM010
O00579,2026-03-30,C0019,P011,1,9072,0,Returned,Website,Delhi,CAM009
O00580,2026-04-30,C0096,P016,4,13533,5,Completed,Website,Delhi,CAM005
O00581,2026-05-12,C0009,P008,1,11294,15,Completed,Marketplace,Mumbai,CAM007
O00582,2026-03-17,C0049,P010,2,7276,5,Completed,Marketplace,Delhi,CAM005
O00583,2026-06-16,C0084,P016,4,11524,10,Completed,Social,Chennai,CAM010
O00584,2026-05-21,C0096,P002,4,11704,15,Completed,Social,Mumbai,CAM004
O00585,2026-02-07,C0015,P015,4,13533,5,Completed,Website,Mumbai,CAM009
O00586,2026-05-02,C0017,P001,2,11404,15,Completed,Website,Delhi,CAM007
O00587,2026-05-13,C0038,P012,4,13533,5,Completed,Marketplace,Mumbai,CAM007
O00588,2026-03-02,C0056,P010,2,12255,0,Completed,Marketplace,Bengaluru,CAM004
O00589,2026-05-14,C0096,P010,3,12255,5,Completed,Social,Hyderabad,CAM009
O00590,2026-06-12,C0021,P010,3,9015,10,Completed,Marketplace,Mumbai,CAM008
O00591,2026-05-28,C0017,P010,1,11522,0,Completed,Marketplace,Delhi,CAM009
O00592,2026-05-19,C0026,P009,2,9686,20,Returned,Mobile App,Delhi,CAM009
O00593,2026-04-25,C0088,P010,2,11522,10,Completed,Website,Hyderabad,CAM002
O00594,2026-02-18,C0004,P012,2,6427,0,Completed,Social,Delhi,CAM009
O00595,2026-05-24,C0039,P016,2,17174,20,Returned,Social,Delhi,CAM009
O00596,2026-03-07,C0012,P012,3,1100,20,Completed,Website,Hyderabad,CAM003
O00597,2026-04-07,C0016,P013,1,9686,0,Completed,Marketplace,Hyderabad,CAM010
O00598,2026-02-26,C0092,P017,1,9072,0,Completed,Mobile App,Bengaluru,CAM006
O00599,2026-02-26,C0001,P020,4,17174,5,Completed,Mobile App,Delhi,CAM004
O00600,2026-01-29,C0033,P003,2,6427,10,Completed,Social,Bengaluru,CAM003
O00601,2026-06-23,C0092,P015,3,2266,15,Completed,Social,Hyderabad,CAM004
O00602,2026-01-27,C0061,P005,3,15417,10,Completed,Website,Bengaluru,CAM001
O00603,2026-01-16,C0008,P004,3,11404,15,Returned,Mobile App,Mumbai,CAM007
O00604,2026-06-19,C0047,P016,2,2266,0,Completed,Social,Bengaluru,CAM008
O00605,2026-04-11,C0098,P002,2,11294,15,Completed,Social,Delhi,CAM007
O00606,2026-03-21,C0041,P017,4,11524,20,Completed,Website,Bengaluru,CAM006
O00607,2026-05-14,C0053,P016,4,13261,10,Completed,Social,Bengaluru,CAM004
O00608,2026-03-11,C0054,P020,2,11522,10,Completed,Mobile App,Chennai,CAM008
O00609,2026-01-24,C0067,P014,3,11524,5,Returned,Marketplace,Hyderabad,CAM009
O00610,2026-05-13,C0019,P018,4,13261,20,Completed,Website,Chennai,CAM001
O00611,2026-02-01,C0084,P003,1,12877,0,Completed,Marketplace,Chennai,CAM004
O00612,2026-04-11,C0099,P018,4,13261,5,Completed,Marketplace,Delhi,CAM010
O00613,2026-06-21,C0015,P004,2,6427,0,Completed,Marketplace,Chennai,CAM009
O00614,2026-06-19,C0082,P007,4,13261,20,Completed,Social,Mumbai,CAM010
O00615,2026-03-07,C0082,P003,3,13533,10,Completed,Social,Chennai,CAM002
O00616,2026-05-22,C0075,P009,4,2266,20,Completed,Social,Bengaluru,CAM005
O00617,2026-04-21,C0038,P015,1,17174,15,Completed,Marketplace,Mumbai,CAM002
O00618,2026-03-28,C0047,P006,1,15417,10,Completed,Social,Delhi,CAM009
O00619,2026-01-26,C0084,P017,4,2044,10,Completed,Marketplace,Mumbai,CAM006
O00620,2026-03-10,C0016,P013,3,17174,5,Completed,Marketplace,Bengaluru,CAM003
O00621,2026-04-28,C0083,P013,3,6427,10,Completed,Marketplace,Bengaluru,CAM001
O00622,2026-06-28,C0093,P019,1,11404,15,Completed,Social,Hyderabad,CAM008
O00623,2026-01-01,C0069,P009,1,17174,20,Completed,Website,Mumbai,CAM009
O00624,2026-05-10,C0035,P007,4,11404,10,Completed,Marketplace,Bengaluru,CAM009
O00625,2026-06-03,C0056,P020,2,16000,20,Completed,Mobile App,Delhi,CAM010
O00626,2026-06-22,C0006,P012,3,11524,20,Completed,Social,Chennai,CAM009
O00627,2026-03-18,C0094,P013,2,11294,10,Completed,Website,Chennai,CAM008
